"日期","車號","里程","細項","實收金額","備註","","","","","","","","","","","","","","","","","","","",""
"2021/4/19","ENB-7292","922","五匹手機架1200","1200","","","","","","","","","","","","","","","","","","","","",""
"2021/4/19","EMQ-3683","8403","天使前輪2700","2700","","","","","","","","","","","","","","","","","","","","",""
"2021/4/19","EPG-0723","","後視鏡1800","1800","","","","","","","","","","","","","","","","","","","","",""
"2021/4/21","EPD-7611","","RR前避震7900","7900","","","","","","","","","","","","","","","","","","","","",""
"2021/4/21","MPR-7007","","中支架1700","1700","","","","","","","","","","","","","","","","","","","","",""
"2021/4/21","EMY-3591","11803","水行俠前+後4400，培林(特)550，黑準手機架1600","6550","","","","","","","","","","","","","","","","","","","","",""
"2021/4/22","ENP-3783","44667","USB工資500","500","","","","","","","","","","","","","","","","","","","","",""
"2021/4/23","EMK-3093","18027","EK黑金3500，ZOO後齒3500，RK前齒(特價)650","7650","","","","","","","","","","","","","","","","","","","","",""
"2021/4/23","EMW-1810","11023","三角台+珠碗3350，DY內管3500","6850","","","","","","","","","","","","","","","","","","","","",""
"2021/4/23","EPG-0723","","KRACE把手座7300，卡夢把手(GOWORKS)3900，鈦螺絲8*20*4 1000，白鐵螺絲6*50*2 240，插銷550","12990","","","","","","","","","","","","","","","","","","","","",""
"2021/4/26","EMQ-6030","14340","皮帶8800","8800","","","","","","","","","","","","","","","","","","","","",""
"2021/4/27","EMY-9783","9535","握把+加油管 900","900","","","","","","","","","","","","","","","","","","","","",""
"2021/4/27","EMY-0287","26324","MIRROWORK後視鏡(有傷特價)1900+100，握把500","2500","","","","","","","","","","","","","","","","","","","","",""
"2021/4/27","ENP-1817","19017","BPM前來令1800，N18碟盤3800","5600","","","","","","","","","","","","","","","","","","","","",""
"2021/4/27","EPG-0723","12864","馬達內齒6800，油孔300","7100","","119540","","","","","","","","","","","","","","","","","","",""
"2021/5/1","EMG-6191","40505","KOSO大燈5700","5700","","","","","","","","","","","","","","","","","","","","",""
"2021/5/1","ENP-1085","35371","後輪GMD 1950","1950","","","","","","","","","","","","","","","","","","","","",""
"2021/5/1","EMG-6128","17942","土除+檔片工資200","200","","","","","","","","","","","","","","","","","","","","",""
"2021/5/1","EMH-3690","30107","前齒RK(特)650，ZOO41後齒3500","4150","","","","","","","","","","","","","","","","","","","","",""
"2021/5/1","NFK-0532","32","行車紀錄器7300，手機架1200，USB1350，螺絲250","10150","","","","","","","","","","","","","","","","","","","","",""
"2021/5/3","EPG-0723","13180","鍛造前土除4500","4500","","","","","","","","","","","","","","","","","","","","",""
"2021/5/3","EMG-5777","30124","水行俠1900","1900","","","","","","","","","","","","","","","","","","","","",""
"2021/5/4","NFK-2626","12674","牌框1200","1200","","","","","","","","","","","","","","","","","","","","",""
"2021/5/5","NFK-2626","12704","前後鍛框27500，輪心1000，氣嘴1000，螺絲880","30380","","","","","","","","","","","","","","","","","","","","",""
"2021/5/5","EPF-6855","13777","POSI後靠背2480，後視鏡1500，握把套MAGAZI+加油管1000，天使胎2700","7680","","","","","","","","","","","","","","","","","","","","",""
"2021/5/6","EMQ-6128","9542","握把套(糯米+加油管900，坐墊1200","2100","","","","","","","","","","","","","","","","","","","","",""
"2021/5/7","EPD-8838","","中古水箱700","700","","","","","","","","","","","","","","","","","","","","",""
"2021/5/8","EPG-0723","13204","鍛造後扶手4600，鴨尾2200","6800","","","","","","","","","","","","","","","","","","","","",""
"2021/5/8","EMG-5993","","主腳架1700","1700","","","","","","","","","","","","","","","","","","","","",""
"2021/5/10","EPG-0723","13260","上內護蓋2644","2644","","","","","","","","","","","","","","","","","","","","",""
"2021/5/11","EMQ-5222","","ZOO後齒3500，前齒+齒盤墊片1000","4500","","","","","","","","","","","","","","","","","","","","",""
"2021/5/12","EMG-2781","44125","退役胎前1300","1300","","","","","","","","","","","","","","","","","","","","",""
"2021/5/12","EPF-6971","8291","黑準1780","1780","","","","","","","","","","","","","","","","","","","","",""
"2021/5/13","EPD-7611","","後靠背1000","1000","","","","","","","","","","","","","","","","","","","","",""
"2021/5/15","EPG-0723","","後扶手+鴨尾工資500，大牌烤漆1000","1500","","","","","","","","","","","","","","","","","","","","",""
"2021/5/15","EMQ-9675","17788","行車紀錄器7800","7800","","","","","","","","","","","","","","","","","","","","",""
"2021/5/17","EMF-1859","","FRANDO前1000","1000","","","","","","","","","","","","","","","","","","","","",""
"2021/5/18","EPF-6566","14172","前金屬BPM1800，後BPM1000","2800","","","","","","","","","","","","","","","","","","","","",""
"2021/5/20","EMR-1220","26970","SKF培林650，前輪內套管200，前輪外套管650，","1500","","","","","","","","","","","","","","","","","","","","",""
"2021/5/21","EMG-2781","44728","新雅主腳架2000","2000","","","","","","","","","","","","","","","","","","","","",""
"2021/5/21","EMX-2559","7612","中古框2200，LMG皮帶8800","11000","","","","","","","","","","","","","","","","","","","","",""
"2021/5/29","EQB-8997","5454","POSI牛角後靠背2480","2480","","120414","","","","","","","","","","","","","","","","","","",""
"2021/6/3","","","工具包200","200","170","","","","","","","","","","","","","","","","","","","",""
"2021/6/5","EMZ-9895","15054","ANCHOR後卡鉗+卡座(中古)5000，齒盤墊片500","5500","1530","","","","","","","","","","","","","","","","","","","",""
"2021/6/7","EMH-0558","15465","LMG皮帶組8800，TT93 120/70-13 2300(特)，握把套+MAGAZI 900","12000","7720","","","","","","","","","","","","","","","","","","","",""
"2021/6/7","EMQ-9675","19449","倒車齒輪油更換400","400","150","","","","","","","","","","","","","","","","","","","",""
"2021/6/9","EMY-2253","23419","前水行俠2150，BPM後煞車皮750","2800","1695","","","","","","","","","","","","","","","","","","","",""
"2021/6/12","EMH-0002","48984","龍頭上蓋700，KOSO鍊條蓋1200","1900","800","","","","","","","","","","","","","","","","","","","",""
"2021/6/14","EMQ-9956","86034","LMG皮帶8800，刷卡*4%=9150","9150","5800","","","","","","","","","","","","","","","","","","","",""
"2021/6/16","EPF-0911","10535","LMG內齒6800，搖臂滾針2650，鈦螺絲10*50/2 1120 街口*3%","10887","5554","","","","","","","","","","","","","","","","","","","",""
"2021/6/16","EMG-6123","13358","牌框1200","1200","650","","","","","","","","","","","","","","","","","","","",""
"2021/6/18","EMY-8976","12459","牌框1200，水行俠(前)2150，S98 EV後2100，螺絲200，ZOO墊片500","6150","3755","","","","","","","","","","","","","","","","","","","",""
"2021/6/18","EMF-1859","28086","FRANDO前後煞車皮2000，天使胎2700 刷卡*5%","4935","1660","","","","","","","","","","","","","","","","","","","",""
"2021/6/21","MNB-3333","10665","螺絲200","200","80","","","","","","","","","","","","","","","","","","","",""
"2021/6/22","EMJ-2298","8279","黑準1690(特","1690","893","","","","","","","","","","","","","","","","","","","",""
"2021/6/22","ENT-5952","20718","天使胎2700，ZOO後外套管950，握把+加油管(中古)600","4250","1948","","","","","","","","","","","","","","","","","","","",""
"2021/6/25","MCV-5155","31065","S98 Sports 前後3900","3900","2933","","","","","","","","","","","","","","","","","","","",""
"2021/6/25","EPF-0911","10647","LMG皮帶組8800，鈦羅母1200，鈦螺絲10*40/2 900 街口*3%","11227","6805","","","","","","","","","","","","","","","","","","","",""
"2021/6/25","MNB-3333","10838","FASS書包架5180，鈦螺絲8*25/ 280，白鐵螺絲+墊片320","5780","4234","","","","","","","","","","","","","","","","","","","",""
"2021/6/28","EPG-0681","4883","EK黑金練3500，ZOO齒盤墊片500，鍊條油200，RK前齒650 *95","4620","2439","","","","","","","","","","","","","","","","","","","",""
"2021/6/29","EMP-5172","23156","調避震500","500","0","87289","","","","","","","","","","","","","","","","","","",""
"2021/7/2","ENL-3129","3384","齒輪油250，握把+握把套1200","1450","580","","","","","","","","","","","","","","","","","","","",""
"2021/7/2","ENP-3783","50283","AFAM前後齒2500，防爆水管(紅)3000，ZOO齒盤墊片500，ZOO白鐵後輪心1000，齒輪油250","6750","2938","","","","","","","","","","","","","","","","","","","",""
"2021/7/2","MNB-3333","11109","TT93 110/70-12 $2100","2100","1120","","","","","","","","","","","","","","","","","","","",""
"2021/7/3","EMR-2388","24761","BPM前碟2700，ANCHOR輻射4800，BPM後煞車皮750，轉向軸承1750(特","10000","5919","","","","","","","","","","","","","","","","","","","",""
"2021/7/5","EMQ-0079","55453","BPM前煞車皮1200","1200","630","","","","","","","","","","","","","","","","","","","",""
"2021/7/6","EMY-8965","12639","哥吉拉風鏡1390，哥吉拉Y架1980，油杯保護套450，白鐵螺絲100，傑能拉桿1700，拉桿螺絲540","6160","4243","","","","","","","","","","","","","","","","","","","",""
"2021/7/6","ENL-3129","3427","防爆水管(藍)3000","3000","1138","","","","","","","","","","","","","","","","","","","",""
"2021/7/7","EMQ-0079","55453","黑準1600","1600","788","","","","","","","","","","","","","","","","","","","",""
"2021/7/8","EPF-0911","10856","黑底紅大螃蟹5300，Frando後碟3000， ZOO後卡座2500，水行俠2200，鈦螺絲8*20/2$540，8*15/2$360，插銷420，碟盤螺絲1500，油管螺絲320","16140","10095","","","","","","","","","","","","","","","","","","","",""
"2021/7/9","EMY-2253","24889","風鏡1600，螺絲*8/1300，CNC腳踏板2550，惡搞飛旋2100","7550","4680","","","","","","","","","","","","","","","","","","","",""
"2021/7/9","EMG-9298","25300","N18/3800，BPM(前)800，SKF(前)650","5250","3420","","","","","","","","","","","","","","","","","","","",""
"2021/7/10","EMG-9298","25239","EK黑金鍊3500，AFAM前齒750","4250","2260","","","","","","","","","","","","","","","","","","","",""
"2021/7/10","ENP-3990","","Frando(前)800","800","350","","","","","","","","","","","","","","","","","","","",""
"2021/7/11","","","Frando(前)1000","1000","350","","","","","","","","","","","","","","","","","","","",""
"2021/7/11","","","水行俠110/70-12 1900","1900","1200","","","","","","","","","","","","","","","","","","","",""
"2021/7/12","EPF-8686","16803","糯米腸500","500","400","","","","","","","","","","","","","","","","","","","",""
"2021/7/12","EMG-9298","25401","後壁工資1000，螺絲640，手機架工資贈","1640","288","","","","","","","","","","","","","","","","","","","",""
"2021/7/13","EMQ-7327","18088","後輪工資300，BPM後碟2000，BPM後煞車750","3050","1645","","","","","","","","","","","","","","","","","","","",""
"2021/7/14","EPF-8686","16830","水行俠110/70-12(R)1900，Frando(R)1000，攻牙400，Frando(F)前煞車皮1500","4800","2400","","","","","","","","","","","","","","","","","","","",""
"2021/7/14","EMG-6191","44747","握把套+加油管1000","1000","580","","","","","","","","","","","","","","","","","","","",""
"2021/7/15","EMG-9073","28259","握把套+POSI內管1280，MAGAZI端子鏡1900+400，螺絲240","3820","1776","","","","","","","","","","","","","","","","","","","",""
"2021/7/15","EMQ-0079","57453","RK前齒650","650","160","","","","","","","","","","","","","","","","","","","",""
"2021/7/15","EME-5858","70752","水行俠110/70-12(R)1900，傑能白鐵側柱2100","4000","2450","","","","","","","","","","","","","","","","","","","",""
"2021/7/16","EPG-0723","14202","Hgears 外蓋(紅)6500，Pokelo齒輪油500，線路查修900，鈦旋鈕1200","9100","4652","","","","","","","","","","","","","","","","","","","",""
"2021/7/16","EPF-0911","10947","ZOO後外套管950，TIONLY8*40/1040，卸油螺絲400街頭支付3%","2460","1687","","","","","","","","","","","","","","","","","","","",""
"2021/7/16","ENP-5370","49000","AFAM前後齒2500，ZOO齒盤墊片500，降噪羅柱1000，BPM後煞車皮750","4750","2435","","","","","","","","","","","","","","","","","","","",""
"2021/7/17","EPG-0723","14202","鈦螺絲9040","9040","3560","","","","","","","","","","","","","","","","","","","",""
"2021/7/17","EQB-9563","884","五匹手機架1100","1100","600","","","","","","","","","","","","","","","","","","","",""
"2021/7/17","EMR-2388","25090","ZOO齒盤墊片500，POSI後靠背2350(特)","2850","2100","","","","","","","","","","","","","","","","","","","",""
"2021/7/17","EPG-7770","7400","握把+加油管1250","1250","380","","","","","","","","","","","","","","","","","","","",""
"2021/7/17","EQB-5098","4683","黑準1600","1600","788","","","","","","","","","","","","","","","","","","","",""
"2021/7/19","ENP-3783","51575","極速火箭7600，三角台2400，珠碗1200，油線450，BPM前碟2700，BPM後碟2200，ZOO卡座2500，煞車油贈，螺絲220，Anchor對四3600，Anchor對二3500，白輪心贈","26370","14982","","","","","","","","","","","","","","","","","","","",""
"2021/7/20","EQC-5513","7","POSI後靠背2480，大牌背板1200，掛勾390","4070","2782","","","","","","","","","","","","","","","","","","","",""
"2021/7/20","MJK-0526","2135","水行俠(R)1900","1900","1200","","","","","","","","","","","","","","","","","","","",""
"2021/7/21","ENP-0058","1081","大牌背板1200","1200","650","","","","","","","","","","","","","","","","","","","",""
"2021/7/22","EMZ-9393","15293","BPM後煞車皮750","750","385","","","","","","","","","","","","","","","","","","","",""
"2021/7/22","EPF-6855","15503","CMSR(F)2400","2400","1600","","","","","","","","","","","","","","","","","","","",""
"2021/7/23","EQB-0121","","POSI後增高貨架2080，右側下+盲燈蓋1620","3700","2707","","","","","","","","","","","","","","","","","","","",""
"2021/7/24","EQC-2022","985","黑準1780","1780","893","","","","","","","","","","","","","","","","","","","",""
"2021/7/24","EQC-5193","910","方天戟無線手機架3890，KOSO尾燈4000，卡夢鴨尾(鍛造)1800，ZOO前叉彈簧2600","12290","6700","","","","","","","","","","","","","","","","","","","",""
"2021/7/25","EMQ-6067","","退役胎2500，線組950","3450","1000","","","","","","","","","","","","","","","","","","","",""
